student_id,programme,entry_cohort,entry_score,study_mode,age_at_entry,first_generation,registered_on
100787,Economics,2026,65.4,Part-time,27,,22/03/2026
100981,Economics,2024,60.2,Full-time,22,False,2024-11-20
100885,Biology,2026,61.2,Part-time,28,,2026-04-23
100777,Biology,2025,75.2,Full-time,19,False,2026-04-13
100913,Psychology,2024,75.0,Full-time,17,False,2025-12-14
100850,Computer Science,2026,83.8,Full-time,19,True,2026-02-04
100228,Psychology,2026,67.4,Full-time,20,True,2025-01-10
101127,Psychology,2026,73.4,Part-time,30,False,2026-06-14
100302,Computer Science,2026,84.9,Full-time,19,False,2025-10-04
100855,Biology,2025,53.3,Full-time,17,,2024-12-14
100276,biology,2025,79.3,Full-time,21,False,2026-04-06
100127,Computer Science,2025,69.0,Full-time,17,True,2025-02-02
100406,Biology,2025,58.8,Full-time,18,,2026-07-15
100776,Economics,2026,72.8,Full-time,18,False,2024-10-13
100822,Computer Science,2026,64.0,Full-time,17,False,2025-05-24
100712,Economics,2024,62.3,Full-time,19,False,06/01/2026
100766,Computer Science,2025,89.5,Full-time,21,False,"Feb 07, 2025"
100684,Computer Science,2025,63.7,Full-time,22,True,"Feb 02, 2025"
100750,Economics,2024,75.4,Full-time,17,False,2025-12-08
101130,Computer Science,2025,54.6,Full-time,305,True,25/06/2025
100037,Psychology,2024,60.6,Full-time,19,False,18/09/2024
100140,Economics,2026,78.6,Full-time,21,False,15/03/2026
100304,Psychology,2026,67.6,Full-time,17,True,12/11/2024
100268,Biology,2024,58.1,Full-time,19,False,17/04/2025
100835,Psychology,2026,65.9,Full-time,19,True,2024-12-14
100534,Biology,2024,71.1,Full-time,18,False,17/09/2024
100546,Economics,2026,54.1,Full-time,18,True,13/07/2026
100213,Psychology,2025,79.4,Full-time,22,True,2025-04-01
100897,Computer Science,2025,76.1,Full-time,19,False,"Jan 31, 2025"
100469,Computer Science,2026,59.7,Full-time,17,True,26/12/2025
100199,Biology,2025,67.1,Full-time,22,False,06/01/2026
101034,Psychology,2026,55.1,Full-time,19,False,30/09/2025
100868,Economics,2024,50.9,Full-time,19,True,06/07/2026
100673,Computer Science,2026,64.1,Full-time,19,,2025-12-29
100917,Psychology,2025,59.7,Full-time,17,False,2025-09-25
100528,economics,2025,76.3%,Full-time,20,,2026-02-25
100676,Computer Science,2025,66.3,Full-time,19,,"Jun 11, 2026"
101076,Biology,2025,72.5,Part-time,21,True,20/03/2026
100815,Psychology,2024,83.9,Full-time,17,False,2026-07-13
100242,Computer Science,2025,74.9,Full-time,21,False,2026-04-12
100343,Computer Science,2026,68.3,Part-time,27,False,2025-06-01
100550,Psychology,2026,56.9,Part-time,25,True,"Aug 08, 2025"
100387,Computer Science,2026,55.4,Full-time,21,False,2025-01-20
101109,Economics,2025,59.3,Full-time,21,True,2026-01-05
100207,computer science,2025,72.9,Full-time,20,True,03/03/2026
100296,Computer Science,2026,,Full-time,18,True,2026-01-21
100696,Economics,2026,49.4,Full-time,18,,2025-02-25
101045,computer science,2026,56.0,Full-time,17,False,2026-01-23
100074,Psychology,2025,58.8,Full-time,21,False,"Nov 13, 2025"
100606,Economics,2026,73.0,Full-time,21,True,2026-02-27
100105,Psychology,2024,94.8,Full-time,19,False,10/10/2024
101016,Biology,2024,73.8,Full-time,20,True,2025-10-23
100987,Psychology,2025,,Full-time,19,True,2025-11-22
101175,Psychology,2026,47.7,Full-time,18,False,2025-07-26
100017,Biology,2024,75.3,Full-time,21,False,2026-02-15
100440,Economics,2026,49.7,Part-time,20,False,15/12/2025
100092,Biology,2025,62.0,Full-time,17,True,2025-07-22
100089,Biology,2026,66.5,Full-time,18,False,2026-06-09
101156,Biology,2026,72.0,Full-time,19,True,2025-10-07
100909,Computer Science,2024,78.3,Full-time,23,True,2026-01-08
100451,Psychology,2025,57.4,Full-time,,False,2026-07-21
100718,Computer Science,2025,53.1,Full-time,17,False,"Oct 31, 2024"
100103,economics,2025,74.0%,Full-time,21,True,2024-11-22
100239,Biology,2026,56.9%,Full-time,18,False,2025-06-10
101113,Biology,2025,75.3,Full-time,22,False,23/09/2025
100943,Economics,2024,61.5%,Full-time,20,False,18/04/2026
100247,Economics,2026,51.0,Full-time,19,False,2024-10-26
100939,Economics,2025,61.3,Full-time,19,,2024-10-21
100991,Economics,2025,45.6,Full-time,,,30/05/2026
100158,Biology,2024,71.3,Full-time,18,False,"Jul 18, 2026"
100480,Biology,2025,67.4,Full-time,18,False,06/03/2026
100839,Computer Science,2024,71.9,Full-time,19,False,14/09/2025
100646,Psychology,2024,88.0,Full-time,20,True,18/04/2026
100006,Computer Science,2026,48.4,Full-time,19,False,2026-04-20
101083,Computer Science,2024,91.0,Part-time,24,True,2025-09-08
100872,Computer Science,2025,56.3,Part-time,19,True,2025-10-19
100019,Computer Science,2024,60.4,Full-time,23,False,29/03/2026
101053,Economics,2026,72.2,Part-time,27,False,30/03/2025
100122,biology,2025,72.4%,Full-time,18,True,2024-12-12
100947,Computer Science,2025,79.4,Full-time,17,False,24/04/2026
100662,Biology,2024,84.3,Full-time,19,False,2025-01-07
100979,Economics,2026,66.3,Full-time,19,False,20/07/2026
100275,Economics,2024,73.5,Full-time,18,False,2025-01-01
100434,Psychology,2024,72.4,Full-time,17,True,2024-12-19
100812,Psychology,2024,52.1,Part-time,25,False,"Jan 27, 2026"
101135,Economics,2025,46.6,Full-time,20,False,20/02/2026
100312,Biology,2026,98.9,Full-time,19,False,2025-06-27
101119,biology,2025,59.9,Full-time,19,False,2024-12-16
101131, Economics  ,2026,,Full-time,20,True,2025-05-15
100781,Economics,2025,72.6,Full-time,21,False,2025-03-08
100547,Economics,2024,56.4,Part-time,19,True,2026-07-03
100182,Economics,2026,58.2,Full-time,21,True,"Jun 15, 2026"
100185,Economics,2025,55.0,Part-time,26,False,2025-05-31
100407,Computer Science,2026,53.4,Full-time,21,False,2024-11-19
100720,Psychology,2024,55.7,Full-time,23,,2025-10-11
100986,Computer Science,2026,76.4%,Full-time,20,False,19/09/2025
100607,Biology,2024,79.6,Full-time,19,,16/03/2025
100693,Biology,2026,73.2,Full-time,19,False,2025-12-22
100521,Biology,2025,60.3,Full-time,19,False,2025-05-05
100866, Computer Science  ,2026,87.2,Full-time,19,False,11/06/2025
100381,Computer Science,2024,60.6,Full-time,17,False,2025-06-20
100411,Economics,2025,68.9,Full-time,19,False,2025-09-09
100635,Computer Science,2024,72.6,Full-time,17,True,2025-10-18
100370,Psychology,2025,66.0,Full-time,21,False,31/05/2026
101077,Biology,2026,65.9,Full-time,21,False,13/10/2024
101091,Computer Science,2025,86.3,Full-time,21,False,2026-06-28
100428,Computer Science,2024,66.9,Part-time,29,False,2025-07-15
100877,Economics,2024,63.5,Full-time,20,True,2024-10-17
100079,Computer Science,2024,60.3,Full-time,18,False,25/03/2025
100863,Computer Science,2025,81.1,Full-time,18,False,2025-01-03
100574,Psychology,2025,73.5,Full-time,20,False,2025-08-22
101181, Psychology  ,2025,61.3,Full-time,18,False,2026-03-26
100638,Economics,2025,64.2,Full-time,19,False,2025-05-06
100608,Psychology,2024,43.8,Full-time,,False,2025-01-22
101062,Biology,2025,83.3,Full-time,17,False,2026-01-11
100069,Economics,2026,62.0%,Full-time,21,False,"Mar 27, 2026"
100860,Computer Science,2026,69.8,Full-time,22,True,2026-04-19
101089,Psychology,2026,64.4,Full-time,18,False,2024-12-24
101153,Biology,2025,67.3,Full-time,21,False,2025-09-01
100417,Biology,2025,69.4,Part-time,26,True,"Sep 22, 2024"
101027,Psychology,2026,61.7,Full-time,21,False,2026-03-20
100562,Psychology,2026,74.6,Part-time,20,True,2025-02-11
100904,Biology,2024,62.0,Full-time,18,True,2026-05-18
100068,Computer Science,2024,90.3,Full-time,19,True,2026-07-30
100537,Economics,2024,61.8,Full-time,23,True,2024-12-14
100078,Computer Science,2026,65.1,Part-time,18,False,11/03/2026
100106,Computer Science,2026,73.0,Full-time,22,False,2025-02-28
101037,psychology,2025,81.4,Full-time,18,False,05/03/2025
101050,Biology,2026,75.3%,Full-time,21,True,2025-08-30
100959,Economics,2025,,Full-time,20,False,26/01/2026
100639,Biology,2024,74.3,Full-time,18,False,19/05/2026
100560,Computer Science,2025,56.8,Full-time,21,False,2026-07-24
100847,Computer Science,2024,71.9,Full-time,19,False,2026-08-15
100689,Computer Science,2025,64.4,Full-time,18,False,2026-01-02
100691,Biology,2025,48.7,Full-time,20,False,2026-02-07
100827,computer science,2024,63.9,Full-time,21,,09/08/2026
101116,Computer Science,2025,72.0,Full-time,18,True,2025-08-20
101163,Biology,2024,68.5,Full-time,17,False,2025-11-19
101117,Computer Science,2026,57.9,Part-time,35,False,15/08/2026
100437,Psychology,2025,70.0%,Part-time,28,True,2024-10-02
100491,Computer Science,2026,87.4%,Full-time,21,False,"Jun 17, 2025"
101198,Computer Science,2025,60.4,Full-time,18,False,2025-10-09
101098,Biology,2025,76.5,Full-time,18,True,27/01/2025
100070,Biology,2025,64.7,Full-time,21,False,"Jul 12, 2026"
100809,Biology,2024,63.1,Part-time,22,True,14/01/2025
100012,Psychology,2025,61.1,Full-time,17,True,2025-12-02
100145,Computer Science,2024,74.0,Full-time,22,False,2025-08-15
100918,Biology,2024,76.8,Full-time,20,False,2025-03-27
100640,Biology,2024,,Full-time,17,False,2025-11-21
100177,Computer Science,2026,49.3,Full-time,19,False,2024-12-08
100995,Computer Science,2025,65.8,Full-time,22,False,2024-10-11
100441,Computer Science,2025,62.1,Full-time,17,False,03/10/2024
100522,Psychology,2025,50.3,Full-time,17,True,2026-04-05
101005, Economics  ,2025,62.7,Full-time,19,False,01/03/2025
100144,Computer Science,2025,83.1,Full-time,18,False,2025-12-24
100754,Computer Science,2024,60.0,Full-time,20,False,05/07/2026
100520,Psychology,2024,42.1,Full-time,18,True,06/04/2026
100823,Computer Science,2025,86.7,Full-time,18,,2025-08-10
100429,computer science,2025,63.8%,Full-time,20,False,2025-09-27
100613,Computer Science,2025,68.0,Full-time,20,False,2025-12-14
101033, Psychology  ,2026,53.8,Full-time,20,,"Sep 06, 2025"
100157,Biology,2026,48.2,Full-time,19,True,2026-03-26
100540,Computer Science,2025,64.2%,Full-time,19,False,17/02/2025
100462,Computer Science,2026,47.3,Full-time,18,False,2025-10-12
100577,biology,2026,44.7,Full-time,18,False,2024-12-21
100256,Economics,2025,63.1,Full-time,19,False,2025-07-06
100980,Computer Science,2024,71.4%,Full-time,19,True,2024-11-27
101007,Psychology,2025,63.6,Full-time,20,False,2025-10-08
100561,Computer Science,2026,59.7,Full-time,21,False,"Dec 07, 2025"
100209,Economics,2026,56.1,Part-time,26,False,2025-01-07
100911,Economics,2024,67.7,Full-time,19,False,2025-10-17
100002,biology,2026,62.7,Part-time,34,False,2025-01-28
100270,Psychology,2026,81.7,Full-time,20,True,16/11/2025
100266,Psychology,2024,35.0,Full-time,19,False,31/05/2025
100915,Computer Science,2024,,Full-time,21,False,"Jan 10, 2025"
100231,Biology,2025,68.2,Part-time,26,False,12/08/2026
101184, Computer Science  ,2025,59.1,Full-time,23,False,2025-12-11
101180,Economics,2026,71.0,Full-time,20,True,"Feb 03, 2025"
100865,computer science,2026,44.8,Full-time,17,False,22/01/2025
100874,Biology,2024,76.7,Full-time,20,False,2026-03-20
101070,Biology,2026,58.3,Full-time,19,False,"May 26, 2025"
100399,Computer Science,2026,69.5,Full-time,19,True,09/05/2026
101092,Economics,2024,59.3,Full-time,21,True,2024-09-24
100046,Biology,2025,65.8,Full-time,21,False,2025-04-17
100162,Computer Science,2025,46.9,Full-time,21,False,08/10/2025
100992,Biology,2025,64.9,Part-time,22,True,"Aug 21, 2025"
100728,computer science,2024,95.6,Part-time,34,False,2026-03-07
100630,Biology,2025,60.3,Part-time,33,True,2024-12-18
100289,Psychology,2025,46.2,Full-time,20,False,2026-02-16
101060,economics,2024,64.3,Part-time,20,True,2024-11-03
101170,Economics,2025,61.7,Full-time,21,False,2025-06-05
100576,Computer Science,2026,64.6,Full-time,20,False,"Jul 08, 2026"
100851,Psychology,2025,80.6,Full-time,18,True,"Sep 20, 2024"
100912,psychology,2024,60.8,Full-time,20,False,"Apr 14, 2026"
101085,Computer Science,2024,57.8,Part-time,33,True,2025-12-13
100933,Psychology,2025,75.4,Full-time,18,True,2025-12-11
100248,Economics,2026,55.7,Full-time,18,False,2024-09-22
100477,Psychology,2026,47.9,Full-time,19,False,2026-07-08
100086,Biology,2026,73.1,Full-time,22,False,"May 29, 2026"
100470,Biology,2025,84.9,Full-time,19,False,"Oct 25, 2024"
100226,Computer Science,2025,77.0,Full-time,18,False,2026-07-04
100775,Psychology,2025,94.1,Full-time,19,True,2026-05-22
100332,Computer Science,2025,60.1,Part-time,23,False,2026-05-30
100234,Economics,2025,60.9,Full-time,,True,2026-02-15
100589,Psychology,2026,81.3,Full-time,20,False,22/12/2025
100476,Biology,2026,66.6,Full-time,17,False,2024-12-24
100600,Computer Science,2026,63.5,Full-time,21,False,08/06/2025
100422,Computer Science,2024,76.8,Full-time,21,False,2026-03-30
100183,Computer Science,2026,75.3,Full-time,17,False,2026-04-18
100989,Psychology,2025,72.2,Full-time,18,False,2025-07-06
101001,Biology,2025,50.1,Part-time,28,False,2026-07-08
100050,Biology,2024,56.0,Full-time,19,True,2025-11-01
101124,Biology,2025,,Full-time,,,2025-12-07
101030,Economics,2026,76.5,Full-time,18,False,24/09/2025
100530,economics,2026,65.9,Full-time,19,False,2026-03-23
100487,Economics,2026,54.2,Full-time,17,True,2026-02-24
100498,Computer Science,2024,,Part-time,24,False,2025-12-21
100107,Computer Science,2026,65.4,Part-time,24,True,2025-02-20
100444,Computer Science,2026,74.1,Part-time,31,False,2026-02-09
100647,Biology,2026,62.1,Full-time,19,False,23/10/2025
101037,psychology,2025,81.4,Full-time,18,False,05/03/2025
100727,Economics,2025,51.4,Full-time,21,False,"Aug 26, 2025"
100191,Psychology,2024,60.4,Full-time,20,False,2024-09-29
100283,Biology,2026,68.9,Full-time,17,False,2025-02-23
100030,Psychology,2025,59.1,Full-time,18,False,2026-05-14
100170,Biology,2024,70.9,Full-time,20,False,2026-05-18
101002, biology  ,2026,74.8,Full-time,20,False,13/12/2025
100101,computer science,2026,59.0,Full-time,20,False,2026-06-01
100198,Computer Science,2026,74.7,Full-time,,True,2026-02-02
100496,Biology,2025,63.7,Full-time,17,False,2025-01-13
100648,Psychology,2024,73.8,Full-time,19,False,26/03/2025
100988,Biology,2026,53.3,Full-time,,True,2024-12-18
100045,Economics,2026,45.7,Full-time,19,True,2025-07-07
100711,Psychology,2026,66.2,Full-time,21,True,2025-05-13
100374,Biology,2026,71.3,Full-time,19,False,2026-05-13
100679,Economics,2026,67.2,Full-time,20,False,25/02/2025
100567,Biology,2026,75.7,Part-time,28,False,24/10/2025
100848,Computer Science,2025,57.6,Full-time,18,False,2025-05-19
100461,Economics,2025,72.1,Full-time,18,False,22/07/2026
100040,Economics,2026,69.6,Full-time,20,True,"Mar 24, 2026"
100435,Biology,2024,70.4,Full-time,20,False,26/03/2026
100974,Psychology,2024,63.3,Full-time,22,False,28/11/2025
101008,Psychology,2026,69.6,Full-time,18,True,"Nov 06, 2024"
100457,Psychology,2026,74.9%,Full-time,21,True,2025-11-17
100261,Computer Science,2025,63.7,Full-time,19,True,2026-03-01
100036,Computer Science,2024,79.4%,Part-time,24,False,2024-09-30
100828,Computer Science,2026,74.9,Full-time,21,False,"Dec 12, 2024"
100310, psychology  ,2025,80.4%,Part-time,32,False,2025-06-01
100277,Biology,2025,69.1,Full-time,19,True,11/02/2025
100637,computer science,2025,,Full-time,20,False,18/06/2025
100655,Biology,2024,49.5,Part-time,21,False,2025-05-30
100623,Psychology,2025,54.2,Part-time,35,False,10/12/2024
100845,Computer Science,2025,68.3,Full-time,21,False,2026-06-20
100394,Computer Science,2026,83.8,Full-time,19,False,2025-06-21
100108,Biology,2026,68.4,Full-time,20,True,2025-11-16
100350,Computer Science,2026,81.4,Full-time,20,False,03/05/2026
100525,biology,2025,75.2,Full-time,20,False,"Dec 19, 2024"
100785,Economics,2026,77.0,Full-time,21,False,2025-10-03
100048,Computer Science,2026,65.9,Full-time,20,False,2026-08-05
100204,Computer Science,2026,85.4,Full-time,21,False,"Nov 09, 2024"
100022,Economics,2025,61.6,Full-time,22,True,17/11/2025
100403,Biology,2026,50.7,Full-time,18,False,"Oct 17, 2025"
101108,Psychology,2024,82.1,Full-time,22,True,2025-01-05
100990,Psychology,2026,57.4,Full-time,20,False,2025-03-06
100742,Economics,2024,66.0,Full-time,19,,2026-02-18
101148,Economics,2026,80.7,Full-time,199,False,2026-01-23
100034,Computer Science,2026,64.0,Full-time,20,True,"Sep 29, 2025"
100788,Biology,2026,,Full-time,19,False,2025-11-17
100924,Psychology,2025,71.3,Full-time,20,False,"Feb 03, 2025"
101044,Biology,2026,81.3,Full-time,21,False,"Mar 14, 2026"
101159,Economics,2026,69.7,Full-time,19,False,"Mar 21, 2026"
100580,Biology,2025,77.9,Full-time,18,False,2026-01-29
100482,Computer Science,2026,76.7,Full-time,18,False,2025-06-13
100932,biology,2025,77.0,Full-time,18,True,2026-04-08
100357,Computer Science,2026,66.8,Full-time,19,False,2025-08-06
100760,Computer Science,2026,81.2,Full-time,17,False,2024-09-27
100093,Economics,2025,76.6,Full-time,21,,2025-07-26
100804,Psychology,2025,47.8,Part-time,23,False,2025-12-04
100746,Biology,2026,96.3,Full-time,21,False,2025-02-13
100280,Economics,2025,74.1,Full-time,21,False,01/05/2025
100765,Economics,2026,78.0,Full-time,21,True,2025-03-03
100605,Computer Science,2024,68.7,Part-time,30,False,02/08/2026
101191,Computer Science,2025,76.1,Full-time,20,False,2025-09-18
100401,Computer Science,2024,53.8,Part-time,24,False,2025-04-02
100258,Computer Science,2025,75.0,Full-time,22,False,2025-12-22
100945,psychology,2026,78.4,Part-time,25,False,2025-03-17
101097,Computer Science,2024,64.5,Full-time,18,False,2024-11-03
101162,Economics,2025,47.8,Part-time,21,False,2024-09-18
100495,Psychology,2025,84.7,Full-time,21,False,2025-10-31
100773,Biology,2024,76.6,Part-time,23,False,2025-01-21
100551,Economics,2026,67.2,Full-time,21,True,2025-06-15
100202,economics,2024,46.3,Full-time,22,False,2025-03-04
100313,Computer Science,2026,69.0,Full-time,19,,2024-12-01
100291,Biology,2026,53.7,Full-time,21,False,23/01/2025
100764,Computer Science,2026,89.0,Full-time,18,False,2025-05-02
101137,biology,2026,64.8,Full-time,20,False,21/05/2026
100950,Computer Science,2026,71.2,Full-time,20,False,2025-03-20
100184,Biology,2025,69.3,Full-time,19,False,2025-06-09
101177,Economics,2026,64.1,Full-time,20,False,2025-02-06
101069,Economics,2026,60.4,Full-time,23,False,2026-07-07
101031,Computer Science,2026,73.5,Full-time,17,False,2025-11-20
100251,Economics,2024,70.6,Full-time,17,False,2026-05-28
100824,Biology,2026,66.8,Full-time,18,True,2025-02-28
101100,Economics,2026,63.6,Full-time,20,False,2026-03-18
100941, Computer Science  ,2026,,Full-time,18,False,"Sep 25, 2024"
100392,Psychology,2024,80.0,Full-time,21,False,2026-08-04
101093,computer science,2024,50.6,Full-time,22,True,2025-03-09
101192,Computer Science,2025,66.5,Full-time,19,False,09/07/2025
100905,Economics,2024,63.3,Full-time,21,False,2025-01-09
100731,Psychology,2024,45.7,Part-time,24,False,23/02/2026
100555,Computer Science,2026,80.4,Full-time,17,False,2026-07-17
100367,Computer Science,2025,90.1,Full-time,19,False,2026-06-25
100346,Biology,2024,77.9,Full-time,19,False,2025-01-15
100536,Computer Science,2025,72.3,Full-time,19,,2025-12-12
100920,Biology,2025,57.7,Part-time,29,False,"Oct 02, 2024"
100212,Biology,2024,73.6,Full-time,20,False,10/11/2025
100503,Biology,2025,61.4,Part-time,28,False,2024-09-23
100538, Computer Science  ,2025,99.0,Full-time,19,False,"Apr 12, 2026"
100176,computer science,2026,64.3,Full-time,21,False,2025-01-01
